Folder,Files,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-react-constant-elements,1,111,87,66,15,24,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-react-constant-elements\lib,1,111,87,66,15,24,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-react-display-name,1,112,86,68,20,26,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-react-display-name\lib,1,112,86,68,20,26,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-react-jsx,1,104,82,66,9,22,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-react-jsx-self,1,34,25,20,1,9,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-react-jsx-self\lib,1,34,25,20,1,9,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-react-jsx-source,1,74,53,41,7,21,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-react-jsx-source\lib,1,74,53,41,7,21,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-react-jsx\lib,1,104,82,66,9,22,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-regenerator,1,15,12,10,1,3,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-regenerator\lib,1,15,12,10,1,3,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-reserved-words,1,27,21,16,2,6,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-reserved-words\lib,1,27,21,16,2,6,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-runtime,5,2961,2520,834,334,288,2,153,1066,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-runtime\lib,4,1477,1403,559,71,74,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-runtime\node_modules,1,1484,1117,275,263,214,2,153,1066,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-runtime\node_modules\semver,1,1484,1117,275,263,214,2,153,1066,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-shorthand-properties,1,42,33,24,3,9,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-shorthand-properties\lib,1,42,33,24,3,9,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-spread,1,162,132,101,25,30,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-spread\lib,1,162,132,101,25,30,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-sticky-regex,1,35,26,32,2,9,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-sticky-regex\lib,1,35,26,32,2,9,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-template-literals,1,132,107,85,18,25,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-template-literals\lib,1,132,107,85,18,25,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-typeof-symbol,1,68,52,39,8,16,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-typeof-symbol\lib,1,68,52,39,8,16,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-typescript,3,788,633,440,133,155,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-typescript\lib,3,788,633,440,133,155,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-unicode-regex,1,20,15,12,1,5,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\plugin-transform-unicode-regex\lib,1,20,15,12,1,5,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-env,27,4565,3679,1642,510,698,2,188,1239,4,25
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-env\data,6,510,435,73,1,40,0,35,173,4,25
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-env\lib,20,2571,2127,1294,246,444,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-env\lib\polyfills,10,1305,1141,539,102,164,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-env\lib\polyfills\corejs2,4,483,424,201,40,59,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-env\lib\polyfills\corejs3,4,723,640,283,52,83,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-env\lib\polyfills\regenerator,2,99,77,55,10,22,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-env\node_modules,1,1484,1117,275,263,214,2,153,1066,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-env\node_modules\semver,1,1484,1117,275,263,214,2,153,1066,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-react,1,46,35,27,2,11,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-react\lib,1,46,35,27,2,11,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-typescript,11,153,115,69,9,34,0,4,28,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-typescript\lib,1,55,44,26,4,11,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-typescript\src,1,60,49,20,5,7,0,4,28,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-typescript\test,9,38,22,23,0,16,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-typescript\test\fixtures,8,34,20,21,0,14,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-typescript\test\fixtures\flow-compat,5,28,17,18,0,11,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-typescript\test\fixtures\flow-compat\js-invalid,1,6,4,2,0,2,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-typescript\test\fixtures\flow-compat\js-valid,2,6,3,4,0,3,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-typescript\test\fixtures\flow-compat\ts-valid,1,8,5,6,0,3,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-typescript\test\fixtures\flow-compat\tsx-valid,1,8,5,6,0,3,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-typescript\test\fixtures\jsx-compat,3,6,3,3,0,3,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-typescript\test\fixtures\jsx-compat\js-valid,2,4,2,2,0,2,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\preset-typescript\test\fixtures\jsx-compat\tsx-valid,1,2,1,1,0,1,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime,147,3185,2632,1978,606,553,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3,451,3861,3142,2480,606,719,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js,171,171,171,171,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js-stable,133,133,133,133,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js-stable\array,3,3,3,3,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js-stable\date,1,1,1,1,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js-stable\instance,37,37,37,37,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js-stable\json,1,1,1,1,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js-stable\math,17,17,17,17,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js-stable\number,9,9,9,9,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js-stable\object,21,21,21,21,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js-stable\reflect,13,13,13,13,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js-stable\string,2,2,2,2,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js-stable\symbol,14,14,14,14,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js\array,3,3,3,3,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js\date,1,1,1,1,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js\instance,41,41,41,41,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js\json,1,1,1,1,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js\math,30,30,30,30,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js\number,10,10,10,10,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js\object,21,21,21,21,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js\reflect,22,22,22,22,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js\string,2,2,2,2,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\core-js\symbol,17,17,17,17,0,0,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\helpers,146,3555,2837,2175,606,718,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\helpers\esm,73,1638,1382,1051,303,256,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime-corejs3\regenerator,1,2,1,1,0,1,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime\helpers,146,3183,2631,1977,606,552,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime\helpers\esm,73,1498,1279,952,303,219,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\runtime\regenerator,1,2,1,1,0,1,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\template,8,670,565,456,82,105,1,0,2,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\template\lib,8,670,565,456,82,105,1,0,2,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\traverse,30,7073,5300,4180,1263,1374,21,399,1890,15,58
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\traverse\lib,25,5359,4256,3488,1074,1103,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\traverse\lib\path,17,3759,2994,2448,781,765,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\traverse\lib\path\inference,3,522,422,362,130,100,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\traverse\lib\path\lib,3,441,363,296,89,78,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\traverse\lib\scope,3,1045,831,659,185,214,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\traverse\lib\scope\lib,1,124,96,82,15,28,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\traverse\node_modules,5,1714,1044,692,189,271,21,399,1890,15,58
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\traverse\node_modules\debug,5,1714,1044,692,189,271,21,399,1890,15,58
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\traverse\node_modules\debug\dist,1,913,559,434,124,165,20,189,995,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\traverse\node_modules\debug\src,4,801,485,258,65,106,1,210,895,15,58
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types,88,13508,11242,8173,2465,2128,10,138,589,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib,76,12480,10501,7596,2379,1979,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\asserts,2,1446,1156,1149,2,290,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\asserts\generated,1,1429,1143,1138,1,286,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\builders,5,1326,1057,810,259,269,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\builders\flow,2,50,41,36,11,9,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\builders\generated,1,1203,962,724,238,241,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\builders\react,1,31,22,19,5,9,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\clone,4,122,93,73,21,29,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\comments,7,119,89,77,7,30,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\constants,2,144,140,136,0,4,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\constants\generated,1,97,94,93,0,3,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\converters,11,410,311,260,74,99,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\definitions,10,2794,2689,1369,61,105,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\modifications,6,182,136,110,30,46,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\modifications\flow,1,74,57,45,15,17,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\retrievers,2,117,98,46,14,19,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\traverse,2,83,70,51,13,13,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\utils,3,81,62,47,13,19,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\utils\react,1,47,36,27,8,11,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\validators,21,5077,4092,3135,1814,985,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\validators\generated,1,4525,3676,2830,1692,849,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\lib\validators\react,2,24,18,16,1,6,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\scripts,12,1028,741,577,86,149,10,138,589,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\scripts\generators,7,910,652,507,61,127,10,131,555,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@babel\types\scripts\utils,4,88,66,43,25,15,0,7,34,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@cnakazawa,5,337,269,172,58,40,0,28,196,13,82
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@cnakazawa\watch,5,337,269,172,58,40,0,28,196,13,82
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@cnakazawa\watch\test,3,84,64,50,2,12,0,8,47,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@csstools,11,1879,1191,615,117,394,4,294,721,8,32
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@csstools\convert-colors,11,1879,1191,615,117,394,4,294,721,8,32
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@csstools\convert-colors\lib,9,427,216,114,36,90,2,121,256,8,32
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@emotion,30,4590,3827,1551,873,677,9,86,281,5,5
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@emotion\is-prop-valid,8,594,478,49,15,38,9,78,268,2,2
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@emotion\is-prop-valid\dist,6,100,59,46,15,29,4,12,28,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@emotion\is-prop-valid\src,2,494,419,3,0,9,5,66,240,2,2
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@emotion\memoize,7,80,59,55,18,20,0,1,1,1,1
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@emotion\memoize\dist,6,69,52,52,15,17,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@emotion\memoize\src,1,11,7,3,3,3,0,1,1,1,1
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@emotion\stylis,8,3586,2988,1416,839,597,0,1,1,1,1
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@emotion\stylis\dist,6,2957,2363,1357,683,594,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@emotion\stylis\src,2,629,625,59,156,3,0,1,1,1,1
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@emotion\unitless,7,330,302,31,1,22,0,6,11,1,1
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@emotion\unitless\dist,6,276,254,29,1,18,0,4,8,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@emotion\unitless\src,1,54,48,2,0,4,0,2,3,1,1
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi,58,10596,7959,4777,1470,2335,89,302,1892,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\address,6,2593,2369,357,90,171,10,53,276,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\address\bench,1,239,230,18,2,9,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\address\lib,4,1902,1743,185,76,108,10,51,264,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\address\test,1,452,396,154,12,54,0,2,12,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\bourne,1,98,60,44,17,32,1,6,32,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\bourne\lib,1,98,60,44,17,32,1,6,32,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\hoek,25,1528,1040,774,312,457,42,31,238,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\hoek\lib,25,1528,1040,774,312,457,42,31,238,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\joi,25,6161,4345,3485,1017,1615,30,201,1279,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\joi\lib,25,6161,4345,3485,1017,1615,30,201,1279,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\joi\lib\types,18,4824,3361,2677,795,1265,18,198,1167,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\joi\lib\types\alternatives,1,216,153,118,36,60,1,3,25,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\joi\lib\types\any,2,1018,745,581,159,247,5,26,122,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\joi\lib\types\array,1,700,521,408,125,167,2,12,98,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\joi\lib\types\binary,1,97,61,51,17,36,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\joi\lib\types\boolean,1,98,68,53,11,30,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\joi\lib\types\date,1,180,130,110,29,50,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\joi\lib\types\func,1,88,55,50,20,33,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\joi\lib\types\lazy,1,80,54,47,11,26,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\joi\lib\types\number,1,246,173,141,51,72,0,1,13,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\joi\lib\types\object,1,953,702,527,174,242,7,9,83,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\joi\lib\types\string,4,1033,623,527,151,263,3,147,826,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\joi\lib\types\symbol,1,91,61,49,11,30,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\topo,1,216,145,117,34,60,6,11,67,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@hapi\topo\lib,1,216,145,117,34,60,6,11,67,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest,79,11478,8990,5696,1357,2069,68,419,3557,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\console,6,638,482,347,60,143,0,13,86,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\console\build,6,638,482,347,60,143,0,13,86,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\core,38,5468,4326,2709,650,947,23,195,1438,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\core\build,37,5336,4226,2625,634,919,23,191,1408,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\core\build\cli,1,472,375,213,58,79,2,18,140,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\core\build\lib,7,425,305,207,60,81,0,39,244,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\core\build\plugins,5,488,399,258,51,89,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\core\node_modules,1,132,100,84,16,28,0,4,30,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\core\node_modules\ansi-escapes,1,132,100,84,16,28,0,4,30,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\environment,1,26,21,14,4,5,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\environment\build,1,26,21,14,4,5,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\fake-timers,2,593,451,306,69,127,13,15,234,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\fake-timers\build,2,593,451,306,69,127,13,15,234,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\reporters,15,2910,2312,1452,331,523,20,75,770,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\reporters\build,15,2910,2312,1452,331,523,20,75,770,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\source-map,3,136,99,72,16,29,1,8,48,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\source-map\build,3,136,99,72,16,29,1,8,48,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\test-result,4,361,310,163,37,35,2,16,125,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\test-result\build,4,361,310,163,37,35,2,16,125,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\test-sequencer,1,179,115,83,19,32,0,32,250,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\test-sequencer\build,1,179,115,83,19,32,0,32,250,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\transform,5,1117,836,520,163,216,9,65,606,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\transform\build,5,1117,836,520,163,216,9,65,606,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\types,4,50,38,30,8,12,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@jest\types\build,4,50,38,30,8,12,0,0,0,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@mrmlnc,11,1003,539,387,65,120,10,344,2336,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@mrmlnc\readdir-enhanced,11,1003,539,387,65,120,10,344,2336,0,0
C:\Users\USAMA\Desktop\FYP2\event_hub\node_modules\@mrmlnc\readdir-enhanced\lib,11,1003,539,387,65,120,10,344,2336,0,0
